,ID,Approved
0,APPA70109647212,0.00692803319544
1,APPB10687939341,0.0384676046669
2,APPC80449411414,0.00143059459515
3,APPD30665094501,0.000133885827381
4,APPE80379821637,0.0244271121919
5,APPF90611935733,0.0070854332298
6,APPG20993415813,0.0253964867443
7,APPH30656456927,0.00483466777951
8,APPI70297912043,0.0459962151945
9,APPJ50119937105,0.109653159976
10,APPK30106042233,0.00334126595408
11,APPL40962417345,0.00093599432148
12,APPM90265624408,0.000214287021663
13,APPN80816878501,0.0332812815905
14,APPO80036467625,0.00366738298908
15,APPP70300016724,0.0412110127509
16,APPQ20714935844,0.020562749356
17,APPR10725816917,0.00267270719633
18,APPT80995817106,0.000184505159268
19,APPU10455032232,0.00685946270823
20,APPV20523998348,0.000932522700168
21,APPW70096327441,0.00348026910797
22,APPX50146048546,0.00107991078403
23,APPY80200205609,0.0183725357056
24,APPZ70268239711,0.0765428170562
25,APPB10908859928,0.0140778692439
26,APPC60646419006,5.21727488376e-05
27,APPD70986505145,0.000919607526157
28,APPE40974536227,0.00023451296147
29,APPF80212605331,0.00346022401936
30,APPG70118514422,0.0162597186863
31,APPH60330147508,0.000453850807389
32,APPI70857836611,0.00527249835432
33,APPL20333186904,0.0505297593772
34,APPM70580221014,0.000569011492189
35,APPN30606238135,0.028118012473
36,APPQ60782014415,0.0179153643548
37,APPT80140966721,0.0440548732877
38,APPU80930365832,0.000395118579036
39,APPV80124518928,9.57306838245e-06
40,APPW90476067036,0.00574098248035
41,APPX90531514107,0.0191705245525
42,APPY80613652222,0.0418057516217
43,APPA60775566448,0.0133729353547
44,APPC70771774625,0.026250552386
45,APPF80168055929,0.0147093962878
46,APPG50757073027,0.0507825724781
47,APPH30859115106,0.000561857537832
48,APPJ10885387332,0.0238122791052
49,APPK40949346408,0.0421733669937
50,APPL60776142522,3.5358229411e-07
51,APPN50729023734,0.00061330612516
52,APPP70407207923,0.00708180107176
53,APPR40227782118,0.0809266865253
54,APPV80504514517,0.0153902154416
55,APPW80566048613,0.00149859848898
56,APPX80187469727,0.00426710769534
57,APPZ30260508907,0.000505437783431
58,APPA50518171015,0.0169017799199
59,APPB40882474103,0.00208473973908
60,APPC60427976226,0.0221070256084
61,APPD90513037337,0.0408787466586
62,APPG50800243623,0.0625618845224
63,APPH10433332748,0.00453380029649
64,APPI40348921805,0.0059758471325
65,APPJ80439618906,7.54052307457e-05
66,APPK30634359001,0.000546066905372
67,APPL40047305118,0.0676164925098
68,APPM70985326241,8.47941410029e-05
