,ID,Approved
0,APPA70109647212,0.00744296656922
1,APPB10687939341,0.00990775134414
2,APPC80449411414,0.00594867765903
3,APPD30665094501,0.0043052136898
4,APPE80379821637,0.0916155949235
5,APPF90611935733,0.014296897687
6,APPG20993415813,0.024538833648
7,APPH30656456927,0.0128772575408
8,APPI70297912043,0.0161677096039
9,APPJ50119937105,0.0530992746353
10,APPK30106042233,0.00292213936336
11,APPL40962417345,0.00234221178107
12,APPM90265624408,0.00908009335399
13,APPN80816878501,0.0205026175827
14,APPO80036467625,0.0188540332019
15,APPP70300016724,0.0264535527676
16,APPQ20714935844,0.0225630421191
17,APPR10725816917,0.00512367300689
18,APPT80995817106,0.00689173629507
19,APPU10455032232,0.0110707916319
20,APPV20523998348,0.000977082760073
21,APPW70096327441,0.0057496605441
22,APPX50146048546,0.00452639209107
23,APPY80200205609,0.00813930481672
24,APPZ70268239711,0.00714393239468
25,APPB10908859928,0.00909538846463
26,APPC60646419006,0.00273493072018
27,APPD70986505145,0.00149807636626
28,APPE40974536227,0.00954555347562
29,APPF80212605331,0.00659101130441
30,APPG70118514422,0.00760699994862
31,APPH60330147508,0.00614069029689
32,APPI70857836611,0.0171923823655
33,APPL20333186904,0.0358156450093
34,APPM70580221014,0.00542388902977
35,APPN30606238135,0.00152680382598
36,APPQ60782014415,0.00236048363149
37,APPT80140966721,0.0218384135514
38,APPU80930365832,0.00491158012301
39,APPV80124518928,0.000670975598041
40,APPW90476067036,0.00325348880142
41,APPX90531514107,0.0103037189692
42,APPY80613652222,0.0209569204599
43,APPA60775566448,0.00746179791167
44,APPC70771774625,0.0141493203118
45,APPF80168055929,0.0093573089689
46,APPG50757073027,0.0340029783547
47,APPH30859115106,0.00121561717242
48,APPJ10885387332,0.00576225388795
49,APPK40949346408,0.0353400222957
50,APPL60776142522,0.0454329885542
51,APPN50729023734,0.000793287588749
52,APPP70407207923,0.014500820078
53,APPR40227782118,0.00404374860227
54,APPV80504514517,0.0092611592263
55,APPW80566048613,0.0217717457563
56,APPX80187469727,0.013212012127
57,APPZ30260508907,0.00314934877679
58,APPA50518171015,0.0181198585778
59,APPB40882474103,0.00727562978864
60,APPC60427976226,0.00209722458385
61,APPD90513037337,0.0406867563725
62,APPG50800243623,0.0394407697022
63,APPH10433332748,0.00076434010407
64,APPI40348921805,0.020365729928
65,APPJ80439618906,0.00320258527063
66,APPK30634359001,0.0078688999638
67,APPL40047305118,0.00534061854705
68,APPM70985326241,0.00111236039083
69,APPN20760216327,0.0152919804677
70,APPO10519239445,0.00221422477625
71,APPP70822536506,0.00367856468074
72,APPQ10182368643,0.00956574454904
73,APPR30764178704,0.00627843523398
74,APPS60446465843,0.00939864385873
75,APPT20264132924,0.008395540528
76,APPV90184745108,0.0147580653429
77,APPX70050373318,0.0206282362342
78,APPY80240353432,0.0125025277957
79,APPZ80848953507,0.00784007646143
80,APPD10500401933,0.00916078407317
81,APPE10200701029,0.0431079491973
82,APPF90094523116,0.000690126675181
83,APPG60519369247,0.0534610897303
84,APPH70673564343,0.00868151988834
85,APPI10312387415,0.00732917618006
86,APPJ20310967521,0.00877046119422
87,APPK80886344639,0.00259956391528
88,APPM60863037811,0.0315028131008
89,APPN50560289924,0.00634734937921
90,APPO70832217022,0.0222508255392
91,APPP60583131103,0.0215753745288
92,APPR30748409317,0.0244773887098
93,APPS10305693407,0.00360874668695
94,APPT10792153527,0.00607499387115
95,APPU80979985636,0.0143017368391
96,APPW90127018832,0.0133605711162
97,APPX40629447906,0.0501058623195
98,APPZ20101292145,0.00148541526869
99,APPB10848417338,0.0110963126644
100,APPC40239663433,0.0070073180832
101,APPD20097051518,0.0130111118779
102,APPE50963262622,0.00553112151101
103,APPF90075697702,0.0129981916398
104,APPH10711077908,0.0321766622365
105,APPI90021288035,0.0183306001127
106,APPJ80748148121,0.00971794780344
107,APPK10288641218,0.00922967214137
108,APPL90732086337,0.00949048064649
109,APPM70990842401,0.00426852656528
110,APPN80617857512,0.00912758708
111,APPO50383745617,0.00347953988239
112,APPP60172178734,0.00760986888781
113,APPR10764977942,0.000714204274118
114,APPT10480648139,0.00893827155232
115,APPU60453258232,0.00666159112006
116,APPX90855367529,0.00652588391677
117,APPY50250927615,0.00949713587761
118,APPZ70422039734,0.00983327254653
119,APPA30393886847,0.0192041564733
120,APPB50127764908,0.00472873728722
121,APPC10119469018,0.00737758399919
122,APPD90858748146,0.020580817014
123,APPE30664988236,0.00415019737557
124,APPF20625877301,0.0278920400888
125,APPH30151345509,0.00882588420063
126,APPI50441679612,0.00932786427438
127,APPJ30361269731,0.00620172405615
128,APPL80614874904,0.00476713245735
129,APPM50228117025,0.0028668420855
130,APPN70012683119,0.000861726293806
131,APPO90770468211,0.0044127209112
132,APPP10156766334,0.0338689908385
133,APPQ40631778427,0.00178641406819
134,APPR70506299542,0.0126058766618
135,APPS70665146644,0.0209032874554
136,APPT70349004743,0.00309590646066
137,APPU30993402848,0.011231886223
138,APPW20622431049,0.00722784223035
139,APPY20361501233,0.019484076649
140,APPZ10238963306,0.0217836908996
141,APPA30874904437,0.01381170284
142,APPB80692747529,0.0260264910758
143,APPC30041629643,0.00467047514394
144,APPD30315929734,0.0198705289513
145,APPE10332383835,0.00472628511488
146,APPF50037929916,0.00112254277337
147,APPG10834503041,0.015589880757
148,APPH40967627122,0.0200618784875
149,APPI70312298206,0.00915757380426
150,APPJ70743728327,0.0137277161703
151,APPK30679331423,0.04316502437
152,APPL60294817522,0.00604955200106
153,APPM80605571641,0.00305855809711
154,APPO70732754849,0.0116655500606
155,APPR90083345128,0.0167010780424
156,APPS40024724225,0.017507571727
157,APPT10406402302,0.0434669181705
158,APPU60142311444,0.0093075716868
159,APPX40155362702,0.015084695071
160,APPY80690085843,0.0104783568531
161,APPZ20729429941,0.00590047286823
162,APPA30531058029,0.0340487994254
163,APPB80250096128,0.0112070348114
164,APPC40216184236,0.00312830554321
165,APPE30598585445,0.0032321526669
166,APPF10464165547,0.0118912653998
167,APPG20162638632,0.025711407885
168,APPH90167759721,0.000675537914503
169,APPK10401968049,0.00944143440574
170,APPL80146029119,0.0222795587033
171,APPM80613619234,0.00761031964794
172,APPN70433746315,0.00932624656707
173,APPQ50809898611,0.0236710608006
174,APPR30401199701,0.0766112133861
175,APPT30401057907,0.00693002529442
176,APPU40338646029,0.00919649098068
177,APPV90359067103,0.0355940908194
178,APPW10851598244,0.00749230151996
179,APPX40611544343,0.0027779340744
180,APPZ50667726527,0.0026058384683
181,APPA60969495628,0.0157266985625
182,APPB10846839717,0.00752982450649
183,APPD70004475949,0.00813116319478
184,APPE10769524014,0.0236464776099
185,APPF20373584102,0.00860004033893
186,APPG80309102235,0.0494879037142
187,APPH70805423317,0.0267904456705
188,APPI30449607434,0.0156812872738
189,APPK40305944614,0.0128447134048
190,APPM80631303825,0.0345088094473
191,APPN30539354908,0.0132248317823
192,APPO30398314007,0.00756042497233
193,APPP10295059142,0.0107481749728
194,APPQ40182527233,0.0551733411849
195,APPR30592087313,0.0049587902613
196,APPS10451308445,0.0185182988644
197,APPT20436718504,0.00351421395317
198,APPV10000594728,0.045006942004
199,APPW70591476837,0.01601286605
200,APPX90545539932,0.013347866945
201,APPZ20555868104,0.0393561311066
202,APPB50601165302,0.00846665259451
203,APPC20734091446,0.00127055717167
204,APPD30922661508,0.00638529518619
205,APPG30388623817,0.0238486006856
206,APPI50436511029,0.00901668239385
207,APPK40504961223,0.0161547660828
208,APPL10249834346,0.00469544995576
209,APPM10566295434,0.0107248676941
210,APPN20971698507,0.0183764845133
211,APPQ40557318821,0.0196332111955
212,APPR10411907921,0.00161391706206
213,APPS60110651012,0.00744774518535
214,APPT90980498131,0.0187739133835
215,APPU30110017218,0.0154525293037
216,APPW20800678439,0.00147520890459
217,APPY20781789607,0.0172569807619
218,APPA50891789808,0.00666864681989
219,APPB30105755939,0.00339536159299
220,APPC10078523014,0.00436532218009
221,APPD10297832113,0.00256770430133
222,APPF10931767336,0.0217058621347
223,APPG80133423412,0.0209801122546
224,APPH30423329507,0.0216238573194
225,APPI70671544622,0.00809174310416
226,APPJ70709397705,0.00991219095886
227,APPK30507806814,0.00267197540961
228,APPL20563609928,0.00991219095886
229,APPN60526055126,0.0115008447319
230,APPO60496324234,0.0214773695916
231,APPP90372528312,0.00746904499829
232,APPQ50563508447,0.00260299094953
233,APPR60834219523,0.0603444799781
234,APPS90066401613,0.0086877187714
235,APPT60413282714,0.0305072423071
236,APPU80357653811,0.027017461136
237,APPV50558107929,0.0482916869223
238,APPW80305276026,0.0046455534175
239,APPX40140715111,0.00585637008771
240,APPY80579525228,0.00168007286265
241,APPA60414888433,0.0117198098451
242,APPB90587842501,0.035438477993
243,APPC40254714615,0.0237004812807
244,APPD90427937716,0.0142405284569
245,APPE40482289843,0.00934777501971
246,APPF90606858947,0.0136514222249
247,APPG20179041024,0.0361514538527
248,APPH10099261128,0.0346284657717
249,APPI80998283208,0.00957994442433
250,APPJ50706714349,0.0102347871289
251,APPK60768689411,0.00821507629007
252,APPL60280043529,0.0102641452104
253,APPM30351953604,0.0116705540568
254,APPN40064845722,0.0175465177745
255,APPO80082812849,0.00453550275415
256,APPP40129305907,0.0157054550946
257,APPR70479248144,0.00584960589185
258,APPS30106692249,0.00833289697766
259,APPT70183535323,0.020869050175
260,APPV30072491521,0.032620895654
261,APPW90317034634,0.028499584645
262,APPX10590833748,0.00611577462405
263,APPZ50321995912,0.0158775318414
264,APPC20846683233,0.0197746288031
265,APPD30035557339,0.0202926602215
266,APPE60995955439,0.00880586728454
267,APPF40348771514,0.0048105972819
268,APPG60525674638,0.0153485918418
269,APPI60914532813,0.0246873646975
270,APPJ50135705908,0.0113010071218
271,APPK80834239033,0.0101651661098
272,APPL30367787124,0.0078089106828
273,APPM50365154243,0.0481246262789
274,APPN60371739317,0.00432334747165
275,APPO90778031432,0.0554370805621
276,APPP10865119541,0.0135224834085
277,APPR60514036704,0.00618758937344
278,APPS30033507847,0.0154511230066
279,APPU80509074044,0.000610079849139
280,APPV50034531107,0.00871485285461
281,APPW70561238232,0.0108642298728
282,APPX20526775327,0.017749844119
283,APPY20169747403,0.00621783221141
284,APPZ30470877547,0.00960471108556
285,APPA90185538648,0.0292613003403
286,APPB60274853705,0.0145769612864
287,APPC50411636801,0.006046931725
288,APPD80328934945,0.0152378277853
289,APPE10454749046,0.00742627726868
290,APPF20010751138,0.0131304496899
291,APPG60276348205,0.0600147359073
292,APPH60664183321,0.0489804856479
293,APPL20765168747,0.0209253933281
294,APPM20147299813,0.0552589893341
295,APPN40249546913,0.0192804578692
296,APPO20189822007,0.0168941915035
297,APPP30921307109,0.00304874358699
298,APPQ30597277245,0.0039015491493
299,APPS30996555403,0.0105335488915
300,APPU10700307616,0.00516226002946
301,APPV60265399723,0.00571733480319
302,APPW70585071834,0.00930034648627
303,APPX70561392933,0.00903681106865
304,APPY40565011007,0.00465201353654
305,APPZ40098878108,0.00521480944008
306,APPA90060573227,0.0123800644651
307,APPB70442734319,0.0151123572141
308,APPC90770072447,0.0090545238927
309,APPD30486092544,0.0359053127468
310,APPE10311022607,0.0105275465176
311,APPF60631085717,0.0130210109055
312,APPH30090413902,0.00524750351906
313,APPI70634288016,0.0274129137397
314,APPJ90523144107,0.00109336792957
315,APPK90851579202,0.0104075632989
316,APPL50238334324,0.0125540439039
317,APPM40451325417,0.000785451149568
318,APPN90929804518,0.00487623456866
319,APPO60090588603,0.00421684142202
320,APPP10007148712,0.0094448775053
321,APPR30909888915,0.0201195552945
322,APPS20728482014,0.00444831000641
323,APPT90977075101,0.0122354645282
324,APPU70624065235,0.0442896895111
325,APPV80263885346,0.0288182906806
326,APPW30836935416,0.0439839288592
327,APPX10532151548,0.028637105599
328,APPZ40286609738,0.0377546735108
329,APPB40188979941,0.00453460309654
