,ID,Approved
0,APPA70109647212,0.00293179019354
1,APPB10687939341,0.0319239199162
2,APPC80449411414,0.000541333982255
3,APPD30665094501,9.73208443611e-05
4,APPE80379821637,0.00672643864527
5,APPF90611935733,0.00370314274915
6,APPG20993415813,0.0217675715685
7,APPH30656456927,0.0032605631277
8,APPI70297912043,0.00573233049363
9,APPJ50119937105,0.0326675362885
10,APPK30106042233,0.00230235909112
11,APPL40962417345,0.00140850350726
12,APPM90265624408,0.000189764279639
13,APPN80816878501,0.00883377157152
14,APPO80036467625,0.00210556108505
15,APPP70300016724,0.0137591343373
16,APPQ20714935844,0.0156497377902
17,APPR10725816917,0.00380906718783
18,APPT80995817106,0.000305327965179
19,APPU10455032232,0.00172450183891
20,APPV20523998348,0.000524259696249
21,APPW70096327441,0.00233598821796
22,APPX50146048546,0.00173947680742
23,APPY80200205609,0.00345803447999
24,APPZ70268239711,0.0301000587642
25,APPB10908859928,0.0135040041059
26,APPC60646419006,5.5940963648e-05
27,APPD70986505145,0.000384777056752
28,APPE40974536227,0.000381522608222
29,APPF80212605331,0.00232023233548
30,APPG70118514422,0.00429927743971
31,APPH60330147508,0.000359672994819
32,APPI70857836611,0.00412154849619
33,APPL20333186904,0.0255068298429
34,APPM70580221014,0.000226623582421
35,APPN30606238135,0.0166461709887
36,APPQ60782014415,0.0130775040016
37,APPT80140966721,0.0361820831895
38,APPU80930365832,0.000292181503028
39,APPV80124518928,1.64506654983e-05
40,APPW90476067036,0.0031072916463
41,APPX90531514107,0.0100222630426
42,APPY80613652222,0.0121957072988
43,APPA60775566448,0.0054186033085
44,APPC70771774625,0.00901829730719
45,APPF80168055929,0.00578481098637
46,APPG50757073027,0.0167909841985
47,APPH30859115106,0.00340330135077
48,APPJ10885387332,0.0412475802004
49,APPK40949346408,0.0139771830291
50,APPL60776142522,3.38046568515e-08
51,APPN50729023734,0.00117486820091
52,APPP70407207923,0.0132384281605
53,APPR40227782118,0.0454572103918
54,APPV80504514517,0.00693376362324
55,APPW80566048613,0.00063273392152
56,APPX80187469727,0.00271804840304
57,APPZ30260508907,0.000643778592348
58,APPA50518171015,0.0337254032493
59,APPB40882474103,0.00352352391928
60,APPC60427976226,0.0238703116775
61,APPD90513037337,0.0304226856679
62,APPG50800243623,0.0252221766859
63,APPH10433332748,0.0090630762279
64,APPI40348921805,0.00539732305333
65,APPJ80439618906,0.000156687310664
66,APPK30634359001,0.0011327448301
67,APPL40047305118,0.0227123275399
68,APPM70985326241,8.51561926538e-05
69,APPN20760216327,0.00411713169888
70,APPO10519239445,0.00196403334849
71,APPP70822536506,0.000852258410305
72,APPQ10182368643,0.0148524604738
73,APPR30764178704,0.000803012400866
74,APPS60446465843,0.000962067279033
75,APPT20264132924,0.00340835936368
76,APPV90184745108,0.00387349165976
77,APPX70050373318,0.0101698832586
78,APPY80240353432,0.0103606982157
79,APPZ80848953507,0.00660989852622
80,APPD10500401933,0.0125967049971
81,APPE10200701029,0.0324833467603
82,APPF90094523116,0.00751361716539
83,APPG60519369247,0.0202748607844
84,APPH70673564343,0.000373471295461
85,APPI10312387415,0.00204614852555
86,APPJ20310967521,0.0050116321072
87,APPK80886344639,0.00127860705834
88,APPM60863037811,0.0303562078625
89,APPN50560289924,0.0116957975551
90,APPO70832217022,0.0178064070642
91,APPP60583131103,0.0637476891279
92,APPR30748409317,0.00223875069059
93,APPS10305693407,0.000329962669639
94,APPT10792153527,0.006081095431
95,APPU80979985636,0.010001921095
96,APPW90127018832,0.00822573993355
97,APPX40629447906,0.0165493432432
98,APPZ20101292145,0.0114274602383
99,APPB10848417338,0.00393366906792
100,APPC40239663433,0.00670010177419
101,APPD20097051518,0.055220477283
102,APPE50963262622,0.00924357399344
103,APPF90075697702,0.013756739907
104,APPH10711077908,0.00638938322663
105,APPI90021288035,0.00279982713982
106,APPJ80748148121,0.000407334242482
107,APPK10288641218,0.00773309031501
108,APPL90732086337,0.00347660947591
109,APPM70990842401,0.00318887201138
110,APPN80617857512,0.000321050349157
111,APPO50383745617,0.000248655036557
112,APPP60172178734,0.000272126839263
113,APPR10764977942,0.0615070126951
114,APPT10480648139,0.00829015579075
115,APPU60453258232,0.00125545985065
116,APPX90855367529,0.030821075663
117,APPY50250927615,0.00126798148267
118,APPZ70422039734,0.00568190263584
119,APPA30393886847,0.0390671305358
120,APPB50127764908,0.000606975168921
121,APPC10119469018,0.0187362879515
122,APPD90858748146,0.0109251709655
123,APPE30664988236,0.012808740139
124,APPF20625877301,0.0128063708544
125,APPH30151345509,0.000916583114304
126,APPI50441679612,0.00121351506095
127,APPJ30361269731,0.0275043360889
128,APPL80614874904,0.000258620420936
129,APPM50228117025,0.0112782707438
130,APPN70012683119,0.00970848556608
131,APPO90770468211,0.00486486591399
132,APPP10156766334,0.0132233444601
133,APPQ40631778427,0.000264112168225
134,APPR70506299542,0.0337114036083
135,APPS70665146644,0.0351886115968
136,APPT70349004743,0.00138495548163
137,APPU30993402848,0.00727023510262
138,APPW20622431049,0.000538216903806
139,APPY20361501233,0.0171296969056
140,APPZ10238963306,0.0121109243482
141,APPA30874904437,0.00202385243028
142,APPB80692747529,0.0248466450721
143,APPC30041629643,0.000179911658051
144,APPD30315929734,0.0227870494127
145,APPE10332383835,0.000290315278107
146,APPF50037929916,0.0536516830325
147,APPG10834503041,0.0255541875958
148,APPH40967627122,0.0260659568012
149,APPI70312298206,0.000322053092532
150,APPJ70743728327,0.00518592540175
151,APPK30679331423,0.0125897498801
152,APPL60294817522,0.00015698056086
153,APPM80605571641,0.00231003016233
154,APPO70732754849,0.00331235956401
155,APPR90083345128,0.0164616666734
156,APPS40024724225,0.00504635926336
157,APPT10406402302,0.013183564879
158,APPU60142311444,0.010038617067
159,APPX40155362702,0.00238778279163
160,APPY80690085843,0.033092584461
161,APPZ20729429941,0.000174423548742
162,APPA30531058029,0.0677610188723
163,APPB80250096128,0.00221605459228
164,APPC40216184236,0.00120979256462
165,APPE30598585445,0.00102651515044
166,APPF10464165547,0.00128847640008
167,APPG20162638632,0.0492887347937
168,APPH90167759721,0.000593440840021
169,APPK10401968049,0.00182259222493
170,APPL80146029119,0.00284478790127
171,APPM80613619234,0.00117137213238
172,APPN70433746315,0.000954542018007
173,APPQ50809898611,0.00432630022988
174,APPR30401199701,0.0187697578222
175,APPT30401057907,0.000331803952577
176,APPU40338646029,0.00232766824774
177,APPV90359067103,0.00892969686538
178,APPW10851598244,0.0105276266113
179,APPX40611544343,0.00224313791841
180,APPZ50667726527,0.00681192381307
181,APPA60969495628,0.00166296446696
182,APPB10846839717,0.000441618380137
183,APPD70004475949,0.000778702029493
